person,age,income,days_of_membership,money_spent,money_gained,event_offer_completed,event_offer_viewed,event_transaction,event_auto_completed,gender_F,gender_M,gender_O,CLOSEST_CLUSTER
97c0d21869cf456089910a992fe39e77,66,71000.0,498,17.715000000000003,10.0,4,5,16,0,0,1,0,0
97c1300e59de49a499cf33f476be1fb0,27,36000.0,237,2.3749999999999996,2.0,1,1,6,0,1,0,0,2
97c8db12d9de44febcf5b937fe549be8,63,74000.0,812,21.484444444444442,3.75,3,5,9,2,1,0,0,1
97c8fec728ec4ffa9b6442fdbd5e3b27,28,44000.0,363,9.540000000000003,4.666666666666667,3,5,10,0,0,1,0,0
97d591c65b6841cc8dddd85dafcec754,40,48000.0,269,2.1942857142857144,0.0,0,5,7,0,0,1,0,2
97d7120a2a154a6d98b053e64b782ecf,100,63000.0,1101,14.804166666666665,4.0,3,3,12,0,0,1,0,0
97d74521f0a347c1b6a2927ac9c6dc66,64,110000.0,908,27.4475,7.5,1,3,4,1,0,1,0,1
97e14b58760146e997cfa6deaddff181,99,75000.0,838,21.362000000000002,2.0,1,3,5,0,1,0,0,1
97eaf64c50114ced8360ab029cf6830d,50,56000.0,355,19.643333333333334,5.0,1,4,3,0,1,0,0,2
97ec3a7c95174bab9b9c8053edd72975,58,100000.0,434,33.11,10.0,1,3,1,0,1,0,0,1
97ec7fd299d94efdb09450d8482ee28c,59,38000.0,998,2.9341666666666666,5.0,1,3,12,0,0,1,0,0
97ee6e7a12fe4064b260fa48bdd0330f,26,55000.0,121,3.282,0.0,2,4,5,0,0,1,0,2
980042c1e18f4d0e97f169b1c4db22a2,35,48000.0,158,12.139285714285714,5.0,3,5,14,1,0,1,0,0
980053d5b9174be1bcc5c78a3b91d388,62,92000.0,688,26.685714285714287,3.5,1,1,7,1,0,1,0,1
98013dc9ce0345959cfbba2f87d5b02b,71,86000.0,183,19.926666666666666,3.5,2,2,3,0,0,0,1,1
980510900b1b450fab56e15f4bf4a671,44,86000.0,146,19.3,5.0,2,4,5,0,1,0,0,1
98052fcaec9943b79064c5fdf97370ec,41,44000.0,370,11.601818181818182,3.0,2,2,11,0,0,1,0,2
980699ae26bc4cb79e8b7f98bec85235,38,84000.0,155,17.439999999999998,5.666666666666667,4,6,5,0,0,1,0,0
9807a408d97540b4ab334e87d0fd0f81,62,102000.0,745,18.496666666666666,7.5,2,3,6,0,0,1,0,1
980a16c52ebe4f13bf23f1d767c34886,31,30000.0,345,1.065,0.0,0,3,2,0,1,0,0,2
981097a0c3a04335a77b9727d29e9bc1,48,54000.0,815,3.9933333333333336,2.75,3,4,15,2,1,0,0,0
9813870bca3940ddbcb7bb452f3cb4b2,43,72000.0,662,16.056666666666665,6.25,4,4,6,0,0,1,0,0
98176429017542b6a95652cd6cadae28,50,74000.0,333,3.902222222222223,4.0,2,2,9,0,0,1,0,2
981be70bd44940f7be52e5636ab486a0,52,52000.0,1062,11.76875,3.5,4,5,8,0,0,1,0,0
981ed25a47684c6da38aff1ef8aab7b9,24,35000.0,421,8.907333333333332,6.0,4,5,15,0,0,1,0,0
9820af405835425998184770498fecd9,26,66000.0,194,3.1,2.0,2,3,5,0,0,1,0,2
982afcfac1bf4f2183a1d6ce7cd44e29,55,66000.0,295,14.165,0.0,0,3,2,0,0,1,0,2
982f2197b2c3414c976128bae1ba834a,70,93000.0,906,24.545,10.0,0,2,2,1,1,0,0,1
982f55c5b5f742c1a7edcdfce10f067b,88,51000.0,283,10.726,4.0,2,5,5,1,1,0,0,1
98309897d4a3438689554a358f382404,43,30000.0,305,10.399999999999997,7.5,2,3,7,0,0,1,0,2
9831341c3d0840219ce2b4cd6ac0dd54,40,33000.0,1608,6.970526315789475,5.0,1,4,19,0,1,0,0,0
983220d3eb664ad5b2dcbe70c8428904,53,34000.0,1501,2.7483333333333335,0.0,0,2,6,0,0,1,0,2
9843c97aedff4db3962791fdea8c1cf8,78,72000.0,402,21.779999999999998,7.0,5,5,6,0,1,0,0,1
984ada73b03f4ed49177ff89ff121dd1,37,42000.0,278,2.234,3.5,1,3,15,1,0,1,0,0
985cee18d3924059afd7b8885a5f0702,76,69000.0,121,15.820000000000002,2.0,2,4,3,0,0,1,0,2
9861f4f583b54daa9cfa0bb56bb8c90c,65,40000.0,319,10.310666666666664,6.666666666666667,3,4,15,0,0,1,0,0
98648e9fc28f44d99eac963018d97f1e,57,93000.0,141,22.6075,6.0,3,6,4,0,0,1,0,1
986d627671cc4bcf933079194b5f4f77,37,60000.0,632,13.344285714285716,4.2,5,5,14,0,0,1,0,0
986e41e705c24520ac37983e359180f0,88,71000.0,1089,17.805,5.0,3,3,8,1,1,0,0,1
986ed6f6ef6a4a4eb34b41f06507e88a,48,69000.0,387,13.148333333333333,6.5,4,5,6,0,1,0,0,0
9871954394374da0b9ba43f7b591bb98,71,32000.0,816,7.665714285714284,4.0,2,3,21,0,1,0,0,0
987b30b5cc6e454c8b6cdd6d2e90950d,48,57000.0,136,2.53,3.0,2,4,5,0,0,1,0,2
9882b2fa3d074434910a111fbd937f16,80,62000.0,798,17.673888888888886,5.666666666666667,3,3,18,1,1,0,0,0
9885e229fb8541afb0fb5d4d25eef01f,43,75000.0,310,3.098333333333333,0.0,0,3,6,0,0,1,0,2
988bb20673b4417d9426fd9b70ec6ac3,64,48000.0,198,11.769166666666665,5.4,4,5,12,1,0,1,0,0
988cc778d73f461f9b7ef0c66f6b98ba,42,62000.0,286,3.475,0.0,0,3,8,0,0,1,0,2
9893d7208428455a98dc1a402148b3c8,57,70000.0,354,119.15800000000002,3.75,3,3,5,1,1,0,0,1
9894250fd5b34abda073bb1c71f19f0d,65,73000.0,411,17.465,0.0,0,1,2,0,1,0,0,2
9895c026669a4010af96aceb0eb52c5e,69,88000.0,335,22.26,2.0,1,3,1,0,1,0,0,1
989c1a0aab464aefbeff92261b090784,67,73000.0,1069,17.43888888888889,2.6666666666666665,3,3,9,0,0,1,0,0
989cad8f2a0a431585d1f836add201f6,20,70000.0,288,4.347777777777778,3.0,2,4,18,0,0,1,0,0
989e038d4f24452a9749187962f9aa1a,23,35000.0,211,0.61,0.0,0,1,4,0,0,1,0,2
989f334a4cff440786166cb2d46cbfa6,58,105000.0,478,29.419999999999998,4.333333333333333,3,4,8,0,1,0,0,1
98a12d1ecd934b9c89ac289213f4cd81,48,66000.0,933,18.064666666666668,6.75,4,4,15,0,1,0,0,0
98acc5bdb36144b88c2ff68e0ec95d54,42,33000.0,322,2.0175,0.0,0,3,4,0,0,1,0,2
98aeea48f03b4f9c86d90c6a81fb2672,66,53000.0,95,1.71,0.0,0,3,4,0,0,1,0,2
98b25c8567dd41a0bf9a08de619c06d6,78,46000.0,881,10.296363636363635,6.0,3,4,11,1,0,1,0,0
98b2efb5c5ec429da4c245755f905f8d,61,90000.0,419,24.55583333333333,3.8,5,5,12,0,1,0,0,0
98b40e9108fa47cc9212edb544252f3b,65,89000.0,1041,23.95111111111111,2.0,4,4,9,0,0,1,0,0
98b81a8ffdd14bb986d80673491171a7,58,44000.0,869,11.395833333333336,6.666666666666667,3,3,12,1,0,1,0,0
98ba686b0d9943279f4ef1ee9480eaff,74,35000.0,519,8.629166666666665,6.666666666666667,2,3,12,2,1,0,0,0
98bc341c0a12404bb55dcd592cc84bd0,54,67000.0,121,4.5520000000000005,2.0,1,3,5,0,0,1,0,2
98c1b918a5ed47758c74bf3450b3dc2a,48,56000.0,375,14.719999999999999,6.75,4,4,10,0,1,0,0,0
98ca9e631e8642098811723c5356e663,76,53000.0,96,3.47,0.0,0,3,3,0,1,0,0,2
98cd432801084dc4934d10bd3420133e,58,112000.0,116,27.37,3.6666666666666665,2,3,3,1,0,1,0,1
98d67b97a0f042ad89c3b4db85b4df27,49,101000.0,984,29.228333333333335,3.5,1,2,6,1,1,0,0,1
98d7c07f21064a5bad8c1ac3262939ca,83,112000.0,898,25.526000000000003,6.5,1,2,5,1,0,1,0,1
98d80971baf94fd0ae06df25bb48bf14,64,73000.0,827,14.078181818181816,4.4,5,5,11,0,1,0,0,0
98da26ac30d94be693bc1c0050b73aae,45,93000.0,176,19.631666666666668,7.5,1,5,6,1,0,1,0,1
98da9b1c61c447bb806a7d259a715472,92,106000.0,749,26.565,10.0,2,2,8,0,0,1,0,1
98e2c9e8ee564e5caa384f0829fbcac8,53,67000.0,699,19.076666666666668,10.0,3,4,3,0,1,0,0,1
98e39d45023d4ecabec274f5678d8e61,55,35000.0,274,10.207500000000001,4.25,3,4,8,1,1,0,0,0
98e61b34c4374acaa50d5012b480f234,57,80000.0,979,17.383333333333333,4.0,3,4,3,0,0,1,0,1
98eecc7236a44cd480c1ff1784d63839,55,69000.0,387,0.0,0.0,0,4,0,0,0,0,1,2
98fa1cabd1ae43cf9a8edd3b3332eeae,59,93000.0,697,27.605,8.25,3,4,6,1,0,1,0,1
990080173c3f4871bb8634a9b50e118a,76,75000.0,334,15.286666666666667,10.0,1,1,3,0,0,1,0,1
990ac03c08fd4746997436c1a9d2fe97,75,48000.0,366,3.864,0.0,0,1,5,0,0,1,0,2
991092556dfe4af39a5e446fd2746ac0,42,48000.0,397,4.614999999999999,5.0,1,5,4,0,0,1,0,2
99129a5d44304888a2156e5c923cfed6,56,39000.0,135,0.0,0.0,0,2,0,0,0,1,0,2
991321fedc8e4c46abd2a17137af756d,30,75000.0,592,12.38470588235294,5.0,2,4,17,2,1,0,0,0
99148a450059428180ed37cb9ab01f62,26,45000.0,382,9.370833333333334,3.75,4,4,12,1,1,0,0,0
991d346a4fbf477492216394f803cf70,51,89000.0,239,28.0425,7.5,2,4,4,0,0,1,0,1
991e1092ad554373aed297ac057ed7dd,46,32000.0,927,8.818333333333335,3.75,3,3,18,1,0,1,0,0
992561164e1a4722b9275fdde49463a0,48,46000.0,1312,2.8766666666666665,3.0,0,1,6,1,0,1,0,2
9928fa3cadd940878121fdfb8f179f70,29,40000.0,347,5.51,3.0,1,2,5,0,0,1,0,2
99297ea01107436fa8c2e2bc86f55d89,62,35000.0,572,9.958000000000002,6.25,2,2,10,2,0,1,0,0
992aed77ecda4f5180d5da87adaff710,55,58000.0,859,17.46,2.5,2,2,6,0,1,0,0,1
993235c327bd4f268b71cc1dcd90cb4a,25,31000.0,333,2.9029999999999996,5.0,1,4,10,1,0,1,0,2
993cd91b565c490c8be6373f876f1d09,50,42000.0,326,1.0616666666666668,0.0,1,6,6,0,0,1,0,2
993f1b479403428d9a7af63109cd7d94,49,31000.0,171,34.543749999999996,3.0,4,5,8,0,1,0,0,0
994b498441cf46ed808f912cd4458ec0,51,58000.0,425,17.762857142857143,2.0,0,1,7,1,0,1,0,2
994b6ef7a8ca46e3b379518399f6ec93,56,52000.0,239,14.19,4.666666666666667,3,4,4,0,0,0,1,2
994f18989ec64fcb9f9087bfab2bf78b,71,32000.0,112,2.69,0.0,1,4,3,0,0,1,0,2
99512d6652584d91bbe36be81a88edd4,45,75000.0,411,20.856,5.0,4,5,5,0,0,1,0,0
9951d311bcc244318409b7ebbcdc1d12,58,95000.0,326,24.83,2.0,1,5,2,0,1,0,0,1
99529ff084d04e7c96ddfb73cc28777b,57,32000.0,782,9.944545454545455,3.0,1,2,11,2,1,0,0,0
99589ef8a7824f78adef69de2275c8fa,67,91000.0,507,21.1575,2.0,1,2,4,0,0,1,0,1
99663aba00a64b92b356bad69bc86b55,43,33000.0,244,3.086,5.0,0,2,5,1,0,1,0,2
996c11a0ef9d474396e889fc9215f835,49,40000.0,285,11.953333333333333,7.5,4,5,9,0,0,1,0,0
996fb8e62375461f8f6ca0cf7d2eeaa3,47,39000.0,133,9.08125,7.5,4,4,8,1,0,1,0,0
99767a37b09740f0935d28d9d6b1f494,98,65000.0,287,5.3975,0.0,1,1,4,0,1,0,0,2
9977ab34735945638ac018d617c90cc6,81,62000.0,1903,13.7575,4.0,4,4,8,0,1,0,0,0
99786650f058428b92ae0c52f1fcb9f0,24,57000.0,274,19.426000000000002,2.0,1,1,5,0,0,1,0,2
997938e130bc4607a3649456a13d26a2,70,86000.0,334,23.728571428571428,5.5,3,3,7,1,1,0,0,1
9985000483384e9abb6348b107ae7e46,55,89000.0,926,27.38222222222222,6.0,4,5,9,1,1,0,0,1
998c265dbf8445e892162a8753207c2a,46,63000.0,270,14.090526315789475,6.4,3,4,19,2,0,1,0,0
998ea4ad4888418ea48370ff40ac713b,75,87000.0,551,25.33222222222222,7.333333333333333,1,2,9,2,0,1,0,1
9990ee23425a462db0ec15a9b327d35d,40,59000.0,819,14.409999999999998,2.75,4,5,12,0,0,1,0,0
9994b51cc1ba43ef969f4a798434ba97,94,68000.0,1136,18.459230769230768,4.833333333333333,3,5,13,3,1,0,0,0
99950b4620c247f3b138576e96e82c9d,61,99000.0,422,20.435000000000002,3.0,2,4,2,0,0,1,0,1
99991bf10a0f4523b5facba836769ae9,71,37000.0,706,8.219285714285714,4.333333333333333,3,3,14,1,1,0,0,0
999ba07136d944758f7d1b6620563e1c,83,83000.0,102,18.180000000000003,10.0,0,4,3,1,0,1,0,1
99a0115e5cfa468aa139f2be4e5437c2,51,64000.0,948,19.053,4.0,3,3,10,0,1,0,0,0
99a2fe3feea44fa6ae08c09f6f39cbeb,47,65000.0,1560,17.003750000000004,3.25,4,5,8,0,0,1,0,0
99aa41a074f247aea838f630c7acaf76,75,35000.0,1111,2.3644444444444446,2.0,1,2,9,0,1,0,0,2
99b18b650c2745489bf81a306852a7c5,48,74000.0,374,27.63,3.0,1,4,1,0,0,1,0,2
99baac12030a4aa6acfc7f8c5453567d,48,118000.0,603,26.055,4.0,1,2,2,1,1,0,0,1
99bab80d141440859b6e09bf4fd9bda9,47,34000.0,349,3.973333333333333,0.0,2,3,6,0,0,1,0,2
99c3a74676344e3b8689d34aa78e9113,69,89000.0,1063,21.216363636363635,3.5,2,3,11,2,1,0,0,1
99c92d10054843c6af13efc3b4ecfef5,93,74000.0,861,21.92,5.0,0,1,6,1,1,0,0,1
99cb2a9c95ef4f14999129b4dd56472e,64,50000.0,303,2.6420000000000003,0.0,0,3,5,0,0,1,0,2
99d0d659823e4fe5a2b9837140fbcc64,64,33000.0,371,7.8226666666666675,2.5,1,3,15,1,1,0,0,0
99d795545dbb4837b7ed00644ffbd367,60,57000.0,971,13.938333333333333,5.666666666666667,5,5,6,0,1,0,0,0
99da812a6cf9401ea5df979119e4f507,73,43000.0,430,2.151666666666667,0.0,0,3,6,0,0,1,0,2
99e14ce9b74e4742abe3394dc3a81d75,79,101000.0,692,23.464,3.0,3,3,5,0,0,1,0,1
99e999cb959542e598d7dd2fd54b8611,45,90000.0,1016,22.038181818181815,6.25,4,4,11,0,0,1,0,0
99e9a1916821461ebd5d5048dc2dff7d,58,85000.0,266,19.361333333333334,3.0,3,4,15,0,1,0,0,0
99f82310db3242c593d47b848ce581bb,43,60000.0,438,15.282500000000004,4.0,4,4,12,0,0,1,0,0
99f8f1204cd343ef96f813b7cdfe53e9,18,40000.0,909,9.54375,3.3333333333333335,4,4,16,1,0,1,0,0
99f9b5eb9a084c899c45bad9d61b4d1b,64,37000.0,441,7.66,10.0,2,2,15,0,0,1,0,0
99fb553d386345e38f9ab0e29fa1bf49,37,61000.0,392,12.642142857142858,8.0,5,5,14,0,0,1,0,0
99fb9aaaaa674acab1f28b93031c27a7,34,47000.0,880,11.976153846153846,3.3333333333333335,3,3,13,0,1,0,0,0
99ffa82129904cd6adabcdfe02072904,73,94000.0,247,26.79,10.0,1,4,1,0,1,0,0,1
9a016ced390440d9962499459afce371,47,60000.0,408,11.591999999999999,3.5,4,4,5,0,1,0,0,0
9a0905e16caf4cedb73580ec1b26b74f,22,50000.0,353,4.029999999999999,0.0,1,2,5,0,1,0,0,2
9a0b723307124e66a9a59c5b18122527,48,38000.0,355,2.9287500000000004,3.0,2,3,8,0,0,1,0,2
9a0e465c898540a9b6221a6ddca88f60,52,58000.0,1512,9.646666666666667,0.0,1,3,18,0,1,0,0,0
9a138d2b107142d795f46b7600fd3dff,88,59000.0,403,14.653333333333334,10.0,2,5,3,0,1,0,0,1
9a16df07c9f34c37ad8fe4f3f59b8c94,57,78000.0,610,17.74125,6.5,2,3,8,0,1,0,0,1
9a1ebc47359348d9b57f353d445dc482,72,33000.0,223,8.895,4.25,3,5,10,1,0,1,0,0
9a2c1fcc65814401a845b9b82de26d97,55,54000.0,129,2.2279999999999998,0.0,1,3,5,0,0,1,0,2
9a30ad4712a341e5be025cf0f96d7ee3,100,42000.0,364,11.042222222222223,2.0,2,2,9,0,1,0,0,2
9a30e5e95d734323908769529d201f65,72,73000.0,209,16.040000000000003,2.0,1,2,3,0,0,1,0,2
9a3492fc3fea4ed4b156f0bc0db8fc52,75,80000.0,588,23.89428571428571,5.666666666666667,4,5,14,0,0,1,0,0
9a35aada6b3447899a6a8eb4bc31aed9,64,56000.0,244,4.1454545454545455,4.0,1,3,11,1,0,1,0,2
9a377b76528d4c5c805872b6149fd566,62,51000.0,339,13.107500000000002,7.5,1,3,4,1,1,0,0,1
9a38b65ab2574937be1103ccab8d4e01,26,51000.0,182,1.6400000000000001,0.0,1,3,7,0,1,0,0,2
9a3ae3cd8ae84a59bd4ffb201c04977e,74,82000.0,764,20.6875,10.0,1,3,8,1,0,1,0,1
9a3d4c98199149e894023860eaeac542,62,77000.0,264,28.646666666666665,2.0,2,3,3,0,1,0,0,1
9a3f45cf29ef428b932492c7a5d6ac52,20,70000.0,729,17.74,3.0,1,1,6,0,0,1,0,2
9a3fdbdde97f48748fedea07119e148d,43,39000.0,309,10.23,6.666666666666667,2,2,10,1,1,0,0,0
9a4139ff6d45459c9ea4212bb2ce3084,58,95000.0,657,21.717777777777773,8.0,3,4,9,1,0,1,0,1
9a457da3a65041a8bae46501d29c2c5a,53,75000.0,889,17.213333333333335,5.0,4,5,12,0,1,0,0,0
9a47a77eb8fc43dc8c65ddfdee1123ee,22,39000.0,301,8.281,4.333333333333333,2,3,10,1,1,0,0,0
9a486e1f8a8941db9af401ad52af2ac9,60,62000.0,573,15.417272727272728,3.3333333333333335,2,2,11,1,0,1,0,0
9a4ab5027e7a480dbaddecb9c06e8f2d,25,44000.0,401,2.48,0.0,0,2,3,0,0,1,0,2
9a4d52645ef04c3f8b171b7886dde619,53,33000.0,397,7.546000000000001,2.0,1,4,5,0,0,1,0,2
9a4f8b9976034a48a6599c41635a9386,68,92000.0,356,18.773333333333337,7.5,1,3,3,1,0,1,0,1
9a51d710fdda4b4ebba9550dcd15353c,25,50000.0,873,6.567692307692308,2.0,2,3,13,0,0,1,0,0
9a5c134ced1742ec9307fc3b9e0e5325,46,74000.0,725,21.16444444444444,10.0,1,1,9,0,1,0,0,1
9a6404d508484803818c88d6393ba26b,58,87000.0,340,24.377499999999998,4.4,4,5,8,1,1,0,0,1
9a65bf68670342fa9d7c5310d09f6cf2,77,41000.0,273,7.851999999999999,5.0,1,3,5,1,1,0,0,2
9a664345a62e4819a06e763c7de4a98b,82,92000.0,155,20.736666666666668,7.5,1,2,3,1,1,0,0,1
9a674564f21d4478bed54a86b25fceb0,60,42000.0,504,2.5246666666666666,3.5,1,3,15,2,0,1,0,0
9a6c9d73cc284fa98a1330a5a0bde1b3,66,56000.0,266,11.816250000000002,7.5,1,3,8,1,0,1,0,1
9a6e41f3f689410bab74f638363ef95a,75,79000.0,272,15.204999999999998,0.0,0,4,2,0,0,1,0,2
9a71e5d79fdf40c8b316ea7cf615bc21,68,42000.0,435,9.739374999999999,5.0,3,3,16,0,0,1,0,0
9a76495a02e9445db40943cc3f1d62d2,62,51000.0,802,7.998333333333332,4.0,2,3,6,0,0,1,0,2
9a771d17217c4cce87c1abeca24b70bb,68,39000.0,775,10.103,10.0,1,1,10,0,0,1,0,0
9a800ada591146829cb314bbba5e0467,51,30000.0,156,1.64,0.0,0,2,4,0,1,0,0,2
9a800b4c6a5141c58da7c46d88bdaa91,55,91000.0,825,23.544999999999998,10.0,2,3,8,0,1,0,0,1
9a84c544ff7a4887bc047cc06d8c388c,26,53000.0,331,3.586666666666667,2.0,1,4,9,0,0,1,0,2
9a88783ce0a54304be646cc6226fb3ab,41,61000.0,1112,1.63,0.0,0,2,3,0,0,1,0,2
9a8a361aed934601999cd5500be11805,59,32000.0,310,2.868,0.0,0,4,10,0,0,1,0,2
9a8bc17fd045424896a4884cd634aa9b,73,80000.0,572,17.872,10.0,3,3,5,0,1,0,0,1
9a909a237a0b42548e3de9a7ab700d60,65,64000.0,297,15.3225,5.5,2,2,8,2,1,0,0,1
9a90ae5677bb493b838b59d875fdf0f4,71,81000.0,641,25.875,5.0,3,4,6,0,1,0,0,1
9a9a6f44405f49fdb0c3fa45109767d5,34,31000.0,1433,2.63764705882353,2.0,2,4,17,1,0,1,0,0
9a9ad4808e9148459f56a8b8bdfa18da,27,62000.0,1389,4.2299999999999995,3.0,2,4,17,1,0,1,0,0
9a9b396176624d1296897645eceb65c0,21,60000.0,241,3.0749999999999997,0.0,0,4,2,0,0,0,1,2
9a9ce5c7b24c4728af3c659f4069b77c,58,42000.0,219,9.722999999999999,3.5,4,4,10,1,1,0,0,0
9a9e36298cb54b72a95fd6550ceff288,73,55000.0,1132,12.975882352941177,2.5,2,3,17,1,0,1,0,0
9a9e4bc03342441890dac077c283f821,60,99000.0,439,26.564,5.666666666666667,2,4,5,1,0,1,0,1
9aa11a3cdbac4c0192706ac2b7aa40da,49,38000.0,105,3.79875,4.0,2,4,8,1,0,1,0,2
9aa25ad8fd1940efb459bb515e6abcb5,57,39000.0,108,13.084999999999999,5.666666666666667,3,3,6,1,0,1,0,2
9aa538ebf4704f10b8c53e221e6e1efe,67,78000.0,341,19.41,8.0,3,3,9,2,0,1,0,1
9aa5671757c044018bb4aac4795aa9ae,77,79000.0,1200,23.786,7.5,2,4,5,1,0,1,0,1
9aa6316728c24a16a7819ba6cefb6060,33,35000.0,229,0.88,0.0,0,1,1,0,0,1,0,2
9aad7d4556ac493a8d09b0bf3d7c88f2,69,71000.0,619,19.485454545454544,2.0,1,1,11,2,0,1,0,1
9ab70826a6ae46848c108fd59643355d,39,66000.0,754,15.925454545454544,10.0,2,2,11,0,1,0,0,0
9ab83b0a9fe74e4ead33c741bcc4c2ea,69,97000.0,600,24.685714285714287,5.0,5,5,14,0,1,0,0,0
9aba5058cb4f483da896335a1479a944,65,119000.0,404,24.684666666666665,4.75,5,5,15,0,1,0,0,1
9abbf904992d40fe98f39c40a07aecd3,80,82000.0,524,17.69666666666667,7.333333333333333,3,4,6,0,1,0,0,1
9abfe56184f4404f912a912f156d81a5,42,46000.0,444,8.51,2.0,1,2,3,0,1,0,0,2
9ac56967925a4c33bd7a256a140ca46e,76,70000.0,1689,4.263333333333333,5.0,2,5,15,0,0,1,0,0
9ac86455545b4f2f8e0f91fb152d3786,41,87000.0,1099,23.742142857142856,5.8,5,5,14,0,0,1,0,0
9acbb111ba2f452cbbafabaf49138377,77,44000.0,1551,2.266666666666667,0.0,0,0,6,0,0,1,0,2
9ad0113b2b394075bf740e1bd8938536,26,30000.0,173,3.0128571428571425,3.0,1,4,7,0,1,0,0,2
9ad72ac31afc4eff9964e1e474b82bd8,43,50000.0,120,7.115,3.0,2,5,4,0,1,0,0,2
9ad81fe319ba406c96f2469926aac077,39,32000.0,674,8.785,2.0,0,0,6,1,1,0,0,2
9add5b42cfc447aebc49a1a27cd4fdc9,52,80000.0,1002,22.22,10.0,1,3,5,0,1,0,0,1
9ae56116908640fc83477982da0aaec4,21,39000.0,978,36.668846153846154,6.2,5,6,26,1,0,1,0,0
9ae9bceb0c01429f9db6066566ba92ff,86,68000.0,135,6.706,2.0,0,0,5,2,1,0,0,1
9aeae2cbe24e4d62a7f4ce050be5da80,38,84000.0,303,23.560000000000002,5.0,1,4,2,0,1,0,0,1
9afe4f7d8c5445798a46b0df7f026668,58,61000.0,315,2.626666666666667,2.0,3,4,18,0,0,1,0,0
9b06f60a37f74483be79ce9d55600d16,22,55000.0,1175,15.05090909090909,6.5,2,2,11,0,1,0,0,0
9b0841c814534f23bf691f4a68f92f1a,74,78000.0,729,20.635,4.0,3,3,6,1,0,1,0,1
9b0b6a79feaa489482974734269b57bc,48,71000.0,236,51.28333333333333,4.25,3,5,12,1,0,1,0,1
9b0cdf56c54f4e52a971f90936e46607,62,72000.0,1366,18.388571428571428,5.333333333333333,3,3,7,0,0,1,0,0
9b0e7b326e314b758369c2f794566eb3,65,57000.0,979,14.000454545454545,5.0,5,5,22,0,0,1,0,0
9b12f30fa5ca48fca44b3ed7c7936749,73,46000.0,845,3.5213333333333336,5.0,1,2,15,0,0,1,0,0
9b159098792f41a889eeecf69da1413a,57,52000.0,387,2.08,2.5,3,5,9,0,0,1,0,0
9b1868a4c4f24b1a8d0e313eb5a6f014,59,57000.0,334,1.448,0.0,0,1,5,0,1,0,0,2
9b1f748c79ae43bc93c10499159341f8,23,38000.0,112,35.01,5.0,0,0,2,1,0,1,0,2
9b261db99d374278be6eba85fe873939,51,96000.0,420,0.0,0.0,0,4,0,0,0,1,0,2
9b265daef0cd4839aabee7f4ee851050,55,103000.0,483,25.056666666666665,4.5,4,4,15,2,1,0,0,1
9b297ca6dc8a4c328219fa21dad746c2,88,109000.0,425,20.29,3.5,1,3,2,1,1,0,0,1
9b2b02e1cd20404cb89ae2439771d135,66,46000.0,294,3.4809090909090914,3.0,1,1,11,0,1,0,0,2
9b369b26d6fe4dcbae7eded339d09d75,54,86000.0,448,17.793333333333333,2.5,2,3,3,0,0,1,0,2
9b3ad3f853cd443393060b8c75e2dade,51,81000.0,737,25.006666666666668,3.0,2,2,9,0,1,0,0,1
9b4047b3caa2401d9671b136ada0f8cc,59,86000.0,414,23.744,3.3333333333333335,2,2,5,1,1,0,0,1
9b42f9e0dc2e465982845e31f0b5c02d,60,58000.0,234,14.217142857142859,5.4,4,5,7,1,1,0,0,1
9b4a23b207c5467383c8780f25641d74,36,52000.0,1006,2.924285714285714,3.0,1,2,7,0,0,1,0,2
9b4b02ab6a744385ae6007e4c95099cc,22,38000.0,1024,10.055999999999997,5.2,3,3,20,2,0,1,0,0
9b4db663f6f74fcca53c50b9bbbdc115,75,93000.0,101,20.1925,5.0,3,5,4,0,1,0,0,1
9b51e8797290403b90d09d864dec4b94,70,81000.0,349,0.0,0.0,0,3,0,0,1,0,0,2
9b54b880b94a4b3dba15e476955ffb53,58,61000.0,824,2.979411764705882,2.0,4,5,17,0,0,1,0,0
9b556b96878a469dbbcf6118abbf96e6,32,55000.0,409,2.54875,3.5,3,5,8,0,0,1,0,0
9b55a111d8564097a059a66017bd0932,51,73000.0,459,21.304545454545455,6.0,3,3,11,0,0,1,0,0
9b57b7bc4ea24fc1a3d2f4760a141941,71,30000.0,843,3.4342857142857146,3.6666666666666665,2,4,21,1,0,1,0,0
9b57fc35a3e94321b91896e05e4bd83f,36,51000.0,1892,1.55,0.0,0,2,3,0,0,1,0,2
9b59c4800e8a4ae1b8e7f071891bbc6c,45,35000.0,1355,3.164615384615385,3.0,1,2,13,0,0,1,0,0
9b5bc512523b457e84446948947cbacc,61,59000.0,1005,14.293636363636363,4.0,5,6,11,0,1,0,0,0
9b5e22ec29e84cdcbafa8127471d71f0,18,51000.0,381,3.816,3.0,1,1,5,0,0,1,0,2
9b5ef3657ea24e6388e6b7f18eae0f57,35,37000.0,266,8.32,6.0,5,6,19,0,0,1,0,0
9b5f31aa2dde4dd49d92d6fd2c0cd44f,66,68000.0,377,4.912857142857143,10.0,2,4,7,0,0,1,0,0
9b62e142191d426bb5a47773311d4101,55,86000.0,812,20.439999999999998,7.333333333333333,4,4,10,0,1,0,0,0
9b675a966bd040eeac75f9aa01b14773,100,70000.0,191,13.559999999999999,10.0,1,4,2,0,1,0,0,1
9b6a4d4dc49643b4872c16def5649db7,53,34000.0,586,7.979333333333333,6.5,3,3,15,0,1,0,0,0
